latency,throughput,packet_Loss,bandwidth,jitter,network_speed,error_rate,anomaly_score,anomaly_flag
34.01644848,637.5547076,3.455001004,595.5285075,2.717927555,607.0490674,1.660172266,1.9070306544916125,0.0
132.4257347,766.9456835,8.335122135,103.9023835,5.225452692,553.5421562,0.654633376,3.0128249811367818,0.0
139.5215668,383.1608123,9.068403923,819.4538771,2.151228586,284.0123961,2.937281653,2.0256865791149945,0.0
15.11648869,889.2212014,1.407091255,767.8064763,5.595363493,676.3733625,2.971253209,3.528227477776958,0.0
117.1816744,705.6025967,8.030714888,271.0047152,0.345848861,775.9613691,3.758755449,3.7921851735221974,0.0
77.83407999,490.7800776,1.270906836,803.8407141,1.386187327,465.095813,0.318773661,3.3067401499981943,0.0
84.20013584,818.7053205,3.157670405,224.4602786,4.650002172,659.9329567,4.629200271,2.8620498166611874,0.0
22.99961536,877.5388678,2.246649208,417.8494069,7.702008664,732.8587781,1.229324845,3.425807858548937,0.0
32.21252035,935.1658021,5.525595195,912.8542358,7.566215141,894.3134016,2.013886977,3.878871380908396,0.0
196.4106303,304.1670209,7.829944912,19.09852879,0.634922405,180.2721456,1.971456616,5.878055939910629,1.0
92.30407567,737.937765,1.375392079,241.0945514,9.868335782,276.403077,0.832081429,3.714644894414496,0.0
20.12176679,425.405224,4.028511833,198.2846616,3.543835424,523.4339353,3.512660805,2.4464475011894207,0.0
24.76679762,851.0777783,6.515650694,124.0357739,0.618237461,515.2352852,1.831746303,3.6586827877134662,0.0
138.4190326,252.3623323,0.169106359,52.53437633,1.445222237,886.0063921,0.1744865,6.471325937770665,1.0
163.9821731,969.10974,3.982223033,840.5319783,5.77116088,447.8618492,3.224536667,2.9613526237331325,0.0
187.863898,390.3131582,7.146165721,703.2167245,7.699682274,734.1069034,0.587318404,3.302464048173197,0.0
144.4283215,539.2572561,8.773974337,525.1074778,5.386304632,831.6751388,1.792134047,2.276423511521555,0.0
176.860781,269.4000405,4.453402863,358.2943731,4.185329953,477.1774747,2.054998563,2.170170665845889,0.0
34.79844986,88.37784409,2.632590894,174.1199947,9.451916729,625.8009751,0.557767355,4.728786622974525,0.0
24.75996952,169.0020738,7.661830109,152.0877411,9.194265917,150.764943,3.269255241,4.521921479941355,0.0
34.01644848,637.5547076,3.455001004,595.5285075,2.717927555,607.0490674,1.660172266,1.9070306544916125,0.0
132.4257347,766.9456835,8.335122135,103.9023835,5.225452692,553.5421562,0.654633376,3.0128249811367818,0.0
139.5215668,383.1608123,9.068403923,819.4538771,2.151228586,284.0123961,2.937281653,2.0256865791149945,0.0
15.11648869,889.2212014,1.407091255,767.8064763,5.595363493,676.3733625,2.971253209,3.528227477776958,0.0
117.1816744,705.6025967,8.030714888,271.0047152,0.345848861,775.9613691,3.758755449,3.7921851735221974,0.0
77.83407999,490.7800776,1.270906836,803.8407141,1.386187327,465.095813,0.318773661,3.3067401499981943,0.0
84.20013584,818.7053205,3.157670405,224.4602786,4.650002172,659.9329567,4.629200271,2.8620498166611874,0.0
22.99961536,877.5388678,2.246649208,417.8494069,7.702008664,732.8587781,1.229324845,3.425807858548937,0.0
32.21252035,935.1658021,5.525595195,912.8542358,7.566215141,894.3134016,2.013886977,3.878871380908396,0.0
196.4106303,304.1670209,7.829944912,19.09852879,0.634922405,180.2721456,1.971456616,5.878055939910629,1.0
138.4190326,252.3623323,0.169106359,52.53437633,1.445222237,886.0063921,0.1744865,6.471325937770665,1.0
163.9821731,969.10974,3.982223033,840.5319783,5.77116088,447.8618492,3.224536667,2.9613526237331325,0.0
187.863898,390.3131582,7.146165721,703.2167245,7.699682274,734.1069034,0.587318404,3.302464048173197,0.0
144.4283215,539.2572561,8.773974337,525.1074778,5.386304632,831.6751388,1.792134047,2.276423511521555,0.0
176.860781,269.4000405,4.453402863,358.2943731,4.185329953,477.1774747,2.054998563,2.170170665845889,0.0
34.79844986,88.37784409,2.632590894,174.1199947,9.451916729,625.8009751,0.557767355,4.728786622974525,0.0
24.75996952,169.0020738,7.661830109,152.0877411,9.194265917,150.764943,3.269255241,4.521921479941355,0.0
34.01644848,637.5547076,3.455001004,595.5285075,2.717927555,607.0490674,1.660172266,1.9070306544916125,0.0
132.4257347,766.9456835,8.335122135,103.9023835,5.225452692,553.5421562,0.654633376,3.0128249811367818,0.0
139.5215668,383.1608123,9.068403923,819.4538771,2.151228586,284.0123961,2.937281653,2.0256865791149945,0.0
15.11648869,889.2212014,1.407091255,767.8064763,5.595363493,676.3733625,2.971253209,3.528227477776958,0.0
117.1816744,705.6025967,8.030714888,271.0047152,0.345848861,775.9613691,3.758755449,3.7921851735221974,0.0
138.4190326,252.3623323,0.169106359,52.53437633,1.445222237,886.0063921,0.1744865,6.471325937770665,1.0
77.83407999,490.7800776,1.270906836,803.8407141,1.386187327,465.095813,0.318773661,3.3067401499981943,0.0
163.9821731,969.10974,3.982223033,840.5319783,5.77116088,447.8618492,3.224536667,2.9613526237331325,0.0
84.20013584,818.7053205,3.157670405,224.4602786,4.650002172,659.9329567,4.629200271,2.8620498166611874,0.0
187.863898,390.3131582,7.146165721,703.2167245,7.699682274,734.1069034,0.587318404,3.302464048173197,0.0
22.99961536,877.5388678,2.246649208,417.8494069,7.702008664,732.8587781,1.229324845,3.425807858548937,0.0
144.4283215,539.2572561,8.773974337,525.1074778,5.386304632,831.6751388,1.792134047,2.276423511521555,0.0
32.21252035,935.1658021,5.525595195,912.8542358,7.566215141,894.3134016,2.013886977,3.878871380908396,0.0
176.860781,269.4000405,4.453402863,358.2943731,4.185329953,477.1774747,2.054998563,2.170170665845889,0.0
196.4106303,304.1670209,7.829944912,19.09852879,0.634922405,180.2721456,1.971456616,5.878055939910629,1.0
34.79844986,88.37784409,2.632590894,174.1199947,9.451916729,625.8009751,0.557767355,4.728786622974525,0.0
92.30407567,737.937765,1.375392079,241.0945514,9.868335782,276.403077,0.832081429,3.714644894414496,0.0
24.75996952,169.0020738,7.661830109,152.0877411,9.194265917,150.764943,3.269255241,4.521921479941355,0.0
20.12176679,425.405224,4.028511833,198.2846616,3.543835424,523.4339353,3.512660805,2.4464475011894207,0.0
34.01644848,637.5547076,3.455001004,595.5285075,2.717927555,607.0490674,1.660172266,1.9070306544916125,0.0
24.76679762,851.0777783,6.515650694,124.0357739,0.618237461,515.2352852,1.831746303,3.6586827877134662,0.0
132.4257347,766.9456835,8.335122135,103.9023835,5.225452692,553.5421562,0.654633376,3.0128249811367818,0.0
125.2797117,639.4952005,1.418356063,520.9939581,5.138058148,99.51625053,1.090388093,2.994312676685605,0.0
139.5215668,383.1608123,9.068403923,819.4538771,2.151228586,284.0123961,2.937281653,2.0256865791149945,0.0
41.37992195,693.0637985,7.327334604,180.0396382,8.13376796,833.9020303,0.679728983,3.787381642667337,0.0
15.11648869,889.2212014,1.407091255,767.8064763,5.595363493,676.3733625,2.971253209,3.528227477776958,0.0
71.86334866,456.0534129,1.863593833,285.0260856,0.815094582,918.3887531,3.461869337,3.857274882533953,0.0
117.1816744,705.6025967,8.030714888,271.0047152,0.345848861,775.9613691,3.758755449,3.7921851735221974,0.0
145.804794,265.0588192,0.084294141,446.2895202,6.311181975,911.2687727,4.755227441,4.332724241671604,0.0
77.83407999,490.7800776,1.270906836,803.8407141,1.386187327,465.095813,0.318773661,3.3067401499981943,0.0
162.4114753,788.9794435,2.445864907,856.7359235,8.121119823,110.6742806,4.114601854,4.164597329568498,0.0
84.20013584,818.7053205,3.157670405,224.4602786,4.650002172,659.9329567,4.629200271,2.8620498166611874,0.0
161.1232983,488.6839383,1.652644893,330.0497415,9.622461791,236.6036032,3.539015065,3.4396959970127745,0.0
22.99961536,877.5388678,2.246649208,417.8494069,7.702008664,732.8587781,1.229324845,3.425807858548937,0.0
590.369963,486.7574465,24.06802414,502.1373126,5.942070008,833.1536786,1.645618279,7.464702386591201,1.0
75.84885412,712.3712197,6.80984195,532.5251036,9.438397779,929.7729006,1.29894789,3.5861909696203074,0.0
96.1625593,28.64886674,2.312080815,668.0675506,0.505249218,55.05373512,2.960002178,4.534261659959621,0.0
176.7045357,38.82889379,5.585799856,952.1312758,9.475240648,825.5841345,2.587541458,5.265631049073607,1.0
128.4735482,377.3344316,8.962617629,921.0470952,4.556648806,330.2645166,1.892497623,2.086157639699952,0.0
161.3422899,243.1627309,4.096160519,19.77355535,2.794610726,910.5296279,3.951386373,5.098811136042773,1.0
83.39330385,407.4583345,7.181059991,945.1995977,7.072780792,488.9622365,4.861091042,3.461145360601158,0.0
60.79646869,550.5938598,6.401939034,732.5607203,6.607047566,20.45709372,3.53292743,2.9654105019102333,0.0
108.6374277,70.01036276,5.395334862,696.9424271,7.393723098,587.1878862,2.544652497,2.674531700401465,0.0
19.53911439,259.2611251,3.960889258,148.7188905,3.301104069,254.1988722,1.657108486,2.867056288467068,0.0
180.2703512,810.2455985,7.800499864,587.1931759,8.79830112,266.4546899,3.553763881,3.534676846906122,0.0
66.30280581,809.7634596,8.440589717,198.5911945,2.864169522,831.2700642,0.195955948,4.349732884094253,0.0
141.2953303,628.9262211,7.964710689,717.9996222,6.684887407,386.6741923,2.694836808,1.5672370466765793,0.0
176.4132888,982.1620948,1.774532827,41.8450106,7.239454145,168.7110704,1.200221754,5.5151501560887946,1.0
66.84484227,349.3814676,9.08609645,134.6259021,0.288272282,425.960949,1.333620264,4.448139697153854,0.0
68.01342816,613.918416,0.944595408,190.6406083,7.077951344,832.4536077,2.879666619,2.9419296933169603,0.0
75.55478278,298.8681502,0.223945635,368.722986,6.285627178,878.2638622,2.636229894,2.790884443179257,0.0
168.9615482,680.3775716,7.788256072,423.4237408,0.177848478,620.5180766,2.833071062,3.3106165946163646,0.0
128.8191037,625.0437411,0.925079419,925.8908757,5.442261445,207.6853332,4.411961183,3.7788814103695776,0.0
12.27881329,657.7162907,2.986111377,305.8991372,1.358075583,898.2264385,1.476603295,3.268210445149028,0.0
24.48519524,949.194681,4.210094145,503.1058534,4.010843289,681.2955521,0.782475229,3.356281721760503,0.0
83.42356607,141.1490965,7.316233695,337.1857142,3.08317833,11.00739034,0.289436979,4.141053343580419,0.0
118.3227837,670.8757325,4.803531215,921.8824643,5.297646908,266.2875873,0.116185864,3.8490129125392416,0.0
178.5501725,203.1813127,5.401427609,18.42842312,5.837048369,834.6728338,0.439716046,4.866048884498024,0.0
45.78317247,679.3528793,1.997088902,621.2268727,0.377453913,125.0747087,1.443798556,4.347729163621677,0.0
198.1124943,269.7665147,5.29587903,971.7279394,3.487287419,501.79605,1.338519959,3.6257980630995794,0.0
25.77822189,312.1190112,9.797619924,225.472979,0.53457059,517.4632521,1.873217057,3.964867956861788,0.0
174.6898807,771.2805473,2.269932423,128.6884383,2.574213818,486.2529803,3.8336344,3.4036380409176843,0.0
42.95415396,377.3341883,9.716798952,100.9593273,3.812451076,831.2275623,1.995431354,3.71435742975259,0.0
67.58385667,780.5860438,5.285722319,360.4407401,7.88717788,757.9349501,2.397613,2.4571414922752988,0.0
80.53856456,393.3224076,9.259504197,294.9431099,1.737063463,441.3676483,1.686618797,2.3144968919522464,0.0
199.4592806,914.9330208,4.829966585,452.1289142,6.715699653,769.1458036,4.722841536,4.548939601726179,0.0
159.9345049,25.39264954,2.416973557,709.5602575,3.155754281,218.3918985,0.037539549,5.272205211080975,1.0
74.73282843,957.9441805,7.2530992,696.1937763,1.767348815,273.6326154,1.044910186,3.8918632590098214,0.0
42.64755487,447.8980043,6.045695118,169.6721518,1.715986314,534.1812893,0.075841483,4.237751360798324,0.0
96.5003135,990.5900191,2.314967634,815.6077233,4.569032119,819.7663974,3.564733982,3.96567366284311,0.0
64.2954192,625.9367927,4.648462081,288.2557195,1.772164852,996.4985813,0.776627711,3.7900384865510004,0.0
137.1700555,276.3060178,2.717242793,911.1065033,2.584751477,607.5089967,4.616985212,3.333249163551708,0.0
83.07525872,802.8742611,3.513741239,949.6604248,7.033184538,412.1254395,4.978962666,3.991077024921677,0.0
33.17143182,328.7597228,4.615569171,273.8228217,2.657034635,407.7918112,2.394550938,1.81253704266393,0.0
155.1544654,253.9599309,3.646957826,358.1686378,7.791520139,620.4898802,4.124581356,2.693777416586531,0.0
58.32683079,38.23269208,9.336215604,425.3504325,9.227609405,142.4390847,0.691025519,4.934062490806568,0.0
125.4927853,89.0141203,0.817232778,423.499899,6.128344146,829.7716316,2.71523792,3.0497156602412643,0.0
198.6434146,866.0698956,4.016643032,604.3188363,1.087339849,72.83981686,4.279629081,4.120047341248138,0.0
68.28316895,539.5540055,1.344766319,250.2195427,1.475542811,954.4299579,0.092312761,4.970775594276711,1.0
72.86647562,838.131219,2.477891028,936.2641595,0.933702921,407.6679003,1.464830608,3.5937356288266575,0.0
327.8646139,212.4039081,29.22501227,354.6638645,2.381107079,561.3739782,3.959151156,6.880520417211851,1.0
92.21354443,561.9341265,5.28359604,436.6405563,3.626471027,989.6477895,2.091706483,2.9479110205361883,0.0
46.41802358,598.1885775,2.870771735,743.174406,3.747460014,557.2767704,3.44417855,1.9613383448597022,0.0
123.0292765,48.20217215,8.635767006,544.6439657,0.248032963,944.4989698,4.396316643,6.549944683006925,1.0
184.3184744,782.1831185,5.063377158,921.3413327,2.797348529,979.4549675,0.97996273,4.547107640794426,0.0
46.10745548,97.92103347,9.085367572,400.3006395,5.370780748,824.0774995,0.646231706,3.598619572586761,0.0
37.45809624,400.3723099,1.102840976,211.4282209,7.182725034,94.19722699,2.428993185,3.4357349800202006,0.0
188.6358794,908.8465148,9.807808171,197.2029796,7.991812793,155.8257013,2.925289535,4.417673315101589,0.0
189.7123932,535.0853443,5.129285916,173.5656554,6.979104795,656.5497254,1.187036396,3.268547002769197,0.0
159.563846,610.0953259,1.786578173,435.3533849,1.526031464,275.7431525,0.258324746,3.3823136422118947,0.0
63.73140493,431.8074622,9.565951138,480.6544312,0.502411871,508.0816601,0.375947837,3.9569088111925437,0.0
189.7299972,782.9421953,7.274381881,88.19133927,8.751144032,135.7368085,4.107878187,4.810084406682963,0.0
135.36294,552.1154823,8.520010021,604.8042171,2.425849617,261.4229011,4.283597191,2.411739809905259,0.0
178.9844635,26.86936007,8.126742175,778.8177848,9.383004446,894.6688685,1.225120082,5.775945283662761,1.0
52.83447073,415.2860877,8.633833709,234.0712429,9.768560854,576.6321645,4.673622165,3.868917237951989,0.0
155.6365995,110.2412419,2.650609421,724.8606969,3.151955132,380.4486701,2.419179527,2.418523546759933,0.0
140.5819914,666.0397848,6.034132314,570.6244572,2.938474913,597.6946232,3.238538108,1.5637861318633548,0.0
21.94667084,259.7402423,1.620163926,12.79879284,6.169395526,700.5859486,4.83424722,5.627644425318533,1.0
196.0153356,272.0183021,0.4431305,70.52302325,3.222408683,853.687613,0.063084028,6.385931036551119,1.0
22.58007383,675.8326482,7.952687057,315.1408375,6.823990855,26.76655513,4.454934741,4.323633796821034,0.0
159.7776637,960.0640975,0.273468111,982.889205,5.574755676,547.6907271,3.597028659,4.617712233256408,0.0
68.60061993,165.5770477,9.217164104,975.270054,7.629483767,757.0895411,2.973231486,3.5606700695055733,0.0
69.95652815,962.6949502,2.961457915,573.4227961,2.643493686,841.4500342,0.745833788,3.4507926533263875,0.0
127.217041,738.7948378,7.964051548,261.7230807,6.150174679,125.8883054,3.043991176,2.5790012350583216,0.0
41.0213439,171.3371837,1.349689958,822.8718959,6.083966914,786.8850215,0.273407654,3.934741055216907,0.0
27.33190303,836.828487,5.781159773,961.7823288,7.971496509,522.0817484,1.02984838,3.8916765702185305,0.0
168.2220744,863.7916627,4.674183878,600.676149,9.53703627,773.2192899,3.702670442,3.4043525332165077,0.0
63.2618954,62.78262201,0.053731774,364.1645434,5.435580791,621.9501083,1.542468709,3.568870792439261,0.0
26.95647293,616.3200135,7.682714979,291.5676,2.101456407,738.0615535,1.26802985,2.0378689803951904,0.0
70.65420147,612.7164258,2.121988466,299.9772546,7.430640836,10.6634823,3.012679875,3.9487528187825127,0.0
11.0248429,406.2264989,8.921842456,360.8477545,1.242959094,156.9003659,0.929777772,3.9022380497464075,0.0
184.7496725,579.9186218,7.472234419,841.6122323,1.549861644,175.350783,0.779441583,3.939836592658063,0.0
76.77374569,106.4427414,4.445710963,151.7265101,4.301147135,140.2347077,3.675355311,3.361186736033159,0.0
18.41235561,162.9079534,0.066632745,480.3781987,3.774096593,425.9172497,3.820614108,3.4079122212629995,0.0
132.3853142,414.752127,4.301103263,709.8519047,8.549775184,108.8132977,4.95254313,4.0020617685857935,0.0
177.8746863,165.8482515,2.271779068,366.0018073,5.631889455,353.2779513,4.290919166,2.988930900757582,0.0
114.0706108,641.5848487,8.531234031,513.1065049,9.759308144,180.6485042,1.94356133,3.2223576546763137,0.0
147.1993021,474.7638151,7.779185456,723.8510527,2.376676252,66.01254754,2.059290005,2.3818777436528755,0.0
84.11748027,972.2772576,5.201428324,769.2377129,2.081879856,859.3900793,3.690915409,3.3817323632110736,0.0
17.26376774,901.6146111,1.211605505,337.0557817,5.079144147,542.0221703,1.782301031,3.0204569934626764,0.0
141.6579845,742.5295459,0.566988716,120.3340264,6.258903689,652.5213186,0.660440987,3.702397501256929,0.0
52.86656548,656.1788425,9.061539553,91.98696602,5.390206273,404.8104565,4.562495411,3.6378786499136515,0.0
191.5748988,656.2072476,1.710925777,465.998254,8.893750376,416.2396779,2.620275559,2.9222200870473745,0.0
24.09320666,695.1799769,3.450880816,652.240441,2.988168664,362.7941547,2.153053017,2.1312205824205757,0.0
122.3254287,647.5021343,7.237368782,301.8338609,7.090929847,705.729649,0.83083813,2.2901254323795577,0.0
191.880852,381.5033181,2.10564295,108.8719129,9.545483712,551.3112621,0.536182725,4.9094815401071,0.0
184.3207382,852.3545447,4.420125721,101.4663449,2.105313762,473.582473,2.782513099,3.2504522190809055,0.0
21.71121685,465.2596804,7.681132639,159.7422323,1.581853171,822.377827,4.20677148,4.310428874758934,0.0
109.6144432,232.4322241,3.613376409,66.23529178,7.248330279,579.503943,0.195753861,4.020841913674914,0.0
50.16657704,974.2208511,7.027451736,241.8477571,3.277937393,424.3873518,2.392507278,3.2808260294381597,0.0
107.2566323,957.3297703,0.077977368,26.44530894,4.715706552,676.4638745,0.813157051,4.838222683189107,0.0
179.3261285,827.5022488,7.047664797,721.6324726,3.622333373,999.2904679,1.266907815,4.339810949798454,0.0
15.06292383,588.6706563,7.356783608,988.4976711,8.622330255,830.7179538,0.084701312,5.642706336165061,1.0
113.9200399,908.9876982,7.842168819,745.1331466,7.138626762,380.8157092,2.354590301,2.379946015472476,0.0
120.2112131,691.7476298,8.032303736,846.5722,1.605737602,655.6919967,1.88276105,2.31428496873275,0.0
196.1939697,478.6264972,4.488110966,218.6020429,4.948033671,194.2971698,3.5312388,3.087085533812006,0.0
78.28887089,614.3941706,0.422686335,502.7639036,4.190101484,132.9897204,0.904977385,2.9613167050275404,0.0
129.161518,645.2177415,0.155113896,456.115837,6.959018249,222.3350342,3.170135157,2.5517482666034663,0.0
161.7727317,167.6411654,9.805586609,242.2509343,5.490635496,674.6073524,2.602915522,2.877450405565411,0.0
96.94051054,832.9108895,8.244217562,60.22682115,4.3809574,733.5099014,1.043591752,3.427474888757212,0.0
44.91303007,537.6447145,6.118338335,925.7987012,8.556789897,990.9088231,3.485661803,4.1359190129354015,0.0
138.858123,563.0797749,7.141476427,431.9544564,8.645582159,436.6442041,4.22408378,2.6139119805439566,0.0
114.8679645,979.1606119,4.832343443,336.8762205,2.122551658,106.815036,2.698700576,3.8936644297865253,0.0
187.201939,284.5140628,3.615551387,74.28604349,0.715159596,528.3820767,2.97095448,4.498294258978953,0.0
21.12974407,590.1360177,7.739376324,941.6293199,2.101178684,866.7391404,0.382828073,3.8538259171985954,0.0
182.4369788,617.4865405,9.20587052,239.7848457,4.233740619,415.7642035,1.188401075,2.5959395830099323,0.0
165.5579311,345.5927252,9.260246536,869.1511572,3.276922043,237.1204587,2.281075748,2.6465223418644825,0.0
175.1133137,883.4130215,8.389122521,242.2440225,1.983845058,236.4149511,0.055658049,5.216920978597963,1.0
77.28383666,984.2560873,0.388711395,765.5749792,4.999022034,520.8826335,3.890364481,3.8228192862632193,0.0
145.2020359,230.775748,8.00560975,612.0662388,3.390859873,804.3903181,4.362276761,3.143010613076057,0.0
141.9321503,166.4665298,5.41009289,579.6452449,7.570882652,612.9979209,3.672847417,2.433182695440442,0.0
43.98640559,29.8136582,8.652329194,624.259243,0.900850562,852.6267507,1.859563729,4.999985435262646,1.0
191.7558814,982.6334968,7.354608007,494.6112353,4.24723243,557.4413541,3.080007485,3.6911369336668733,0.0
80.5666719,356.7506212,7.135704617,787.4819861,5.251807272,810.884437,3.960151519,2.4961827734488145,0.0
114.7989459,395.7393452,5.842617074,621.2501971,6.413854334,634.6419545,0.105342117,3.114485629997536,0.0
85.56731255,84.25413733,7.651303733,257.4413123,8.343006457,842.2930005,3.105457187,3.509918900090758,0.0
70.80193363,216.7839511,2.549810574,610.9024877,4.133421849,662.0247081,0.95403827,1.9160596159679393,0.0
140.0053477,660.4595539,0.894330151,238.4987605,9.897409729,727.9125989,0.519182117,4.106022572258861,0.0
80.71036917,309.4743334,0.508566702,490.4678536,8.795319425,423.6392581,0.583299096,3.13841438762267,0.0
153.1167286,184.8783189,8.457233062,525.9352031,8.900849791,908.5950471,4.783318177,4.670860349246672,0.0
105.4858773,639.0514618,9.992809471,146.5165827,9.410859548,74.59041851,3.669658171,5.1023429389013355,1.0
104.8250025,785.1533256,4.326053488,970.2516698,7.077547225,575.1219076,1.532937544,2.4876816421847536,0.0
91.41510914,689.6966873,2.865617998,875.3201591,6.582719027,997.3107969,2.041218584,3.457494520875139,0.0
59.76315792,738.0930595,8.523431031,280.0079463,0.959552561,610.2864489,0.515863911,3.1965493297233327,0.0
11.64539846,568.9858814,0.447648427,462.9907945,6.335555432,956.1648444,4.863083026,5.028226935260251,1.0
398.0512982,167.4544643,21.69411626,578.0119063,9.632513738,963.5628517,0.347319295,8.35266949890052,1.0
75.62262454,221.8452632,6.090051155,62.37805202,0.841050587,247.5097524,0.053338891,5.588697442628865,1.0
47.86443402,127.9572701,4.401875897,32.21548293,3.25798107,829.3019594,2.227043677,3.911777749163784,0.0
51.3202729,587.739292,6.699449521,198.7669406,5.271674312,995.1723454,4.577827906,4.1221704409635,0.0
24.1188038,162.5365268,1.161830044,595.8700132,8.28732612,283.4087069,1.679748799,3.0624171765103707,0.0
43.2516924,404.7287548,6.245257042,849.5190515,6.074945323,762.4542049,4.808188281,3.52745315464439,0.0
131.6976187,104.8315781,0.554385429,774.1805741,6.369747783,677.0709426,2.908113113,3.2188027144073033,0.0
12.01551989,147.4005395,2.634471416,654.6200517,3.10982173,779.3976716,0.545831135,3.142537900276307,0.0
68.2617928,572.7488956,4.26332251,638.6938685,6.615435667,924.6152797,1.976351094,2.1373349682739358,0.0
174.2025516,780.7814906,7.863062064,440.4523405,9.812932862,321.7773334,3.903134856,3.8287830767484468,0.0
104.6926276,426.7505762,9.154820846,852.760945,9.052488571,773.60971,2.901933572,3.0304338176940604,0.0
28.39413547,599.6504418,8.795843101,464.0700813,8.48815188,516.3026855,4.948625037,3.690439721669228,0.0
81.65767715,551.6683812,4.486115922,870.9436097,0.984644958,29.03977996,3.432013067,3.759006060794757,0.0
196.0787498,550.1823754,6.534632084,16.25308434,0.923557466,58.94416333,4.065496644,5.67227983952188,1.0
